"barcode"	"Sample.ID"	"k4"
"tcga-25-2401-01"	"TCGA.25.2401.01A.01R"	"Mesenchymal"
"tcga-25-2404-01"	"TCGA.25.2404.01A.01R"	"Mesenchymal"
"tcga-25-2408-01"	"TCGA.25.2408.01A.01R"	"Mesenchymal"
"tcga-25-2409-01"	"TCGA.25.2409.01A.01R"	"Differentiated"
"tcga-29-1688-01"	"TCGA.29.1688.01A.01R"	"Immunoreactive"
"tcga-29-1690-01"	"TCGA.29.1690.01A.01R"	"Mesenchymal"
"tcga-29-1691-01"	"TCGA.29.1691.01A.01R"	"Proliferative"
"tcga-29-1693-01"	"TCGA.29.1693.01A.01R"	"Mesenchymal"
"tcga-29-1694-01"	"TCGA.29.1694.01A.01R"	"Differentiated"
"tcga-29-1695-01"	"TCGA.29.1695.01A.01R"	"Mesenchymal"
"tcga-29-1696-01"	"TCGA.29.1696.01A.01R"	"Differentiated"
"tcga-29-1697-01"	"TCGA.29.1697.01A.01R"	"Proliferative"
"tcga-29-1698-01"	"TCGA.29.1698.01A.01R"	"Mesenchymal"
"tcga-29-1699-01"	"TCGA.29.1699.01A.01R"	"Immunoreactive"
"tcga-29-1701-01"	"TCGA.29.1701.01A.01R"	"Immunoreactive"
"tcga-29-1702-01"	"TCGA.29.1702.01A.01R"	"Proliferative"
"tcga-29-1703-01"	"TCGA.29.1703.01A.01R"	"Proliferative"
"tcga-29-1705-01"	"TCGA.29.1705.01A.01R"	"Mesenchymal"
"tcga-29-1707-01"	"TCGA.29.1707.01A.01R"	"Immunoreactive"
"tcga-29-1710-01"	"TCGA.29.1710.01A.02R"	"Immunoreactive"
"tcga-29-1711-01"	"TCGA.29.1711.01A.01R"	"Immunoreactive"
"tcga-29-1761-01"	"TCGA.29.1761.01A.01R"	"Immunoreactive"
"tcga-29-1762-01"	"TCGA.29.1762.01A.01R"	"Proliferative"
"tcga-29-1763-01"	"TCGA.29.1763.01A.02R"	"Proliferative"
"tcga-29-1764-01"	"TCGA.29.1764.01A.01R"	"Mesenchymal"
"tcga-29-1766-01"	"TCGA.29.1766.01A.01R"	"Mesenchymal"
"tcga-29-1768-01"	"TCGA.29.1768.01A.01R"	"Mesenchymal"
"tcga-29-1769-01"	"TCGA.29.1769.01A.01R"	"Immunoreactive"
"tcga-29-1770-01"	"TCGA.29.1770.01A.01R"	"Mesenchymal"
"tcga-29-1771-01"	"TCGA.29.1771.01A.01R"	"Differentiated"
"tcga-29-1774-01"	"TCGA.29.1774.01A.01R"	"Proliferative"
"tcga-29-1775-01"	"TCGA.29.1775.01A.01R"	"Proliferative"
"tcga-29-1776-01"	"TCGA.29.1776.01A.01R"	"Differentiated"
"tcga-29-1777-01"	"TCGA.29.1777.01A.01R"	"Mesenchymal"
"tcga-29-1778-01"	"TCGA.29.1778.01A.01R"	"Differentiated"
"tcga-29-1781-01"	"TCGA.29.1781.01A.01R"	"Immunoreactive"
"tcga-29-1783-01"	"TCGA.29.1783.01A.01R"	"Mesenchymal"
"tcga-29-1784-01"	"TCGA.29.1784.01A.02R"	"Immunoreactive"
"tcga-29-1785-01"	"TCGA.29.1785.01A.01R"	"Immunoreactive"
"tcga-29-2414-01"	"TCGA.29.2414.01A.02R"	"Proliferative"
"tcga-29-2425-01"	"TCGA.29.2425.01A.01R"	"Proliferative"
"tcga-29-2427-01"	"TCGA.29.2427.01A.01R"	"Immunoreactive"
"tcga-29-2428-01"	"TCGA.29.2428.01A.01R"	"Immunoreactive"
"tcga-30-1714-01"	"TCGA.30.1714.01A.02R"	"Differentiated"
"tcga-30-1718-01"	"TCGA.30.1718.01A.01R"	"Mesenchymal"
"tcga-30-1853-01"	"TCGA.30.1853.01A.02R"	"Proliferative"
"tcga-30-1855-01"	"TCGA.30.1855.01A.01R"	"Immunoreactive"
"tcga-30-1856-01"	"TCGA.30.1856.01A.01R"	"Immunoreactive"
"tcga-30-1857-01"	"TCGA.30.1857.01A.02R"	"Mesenchymal"
"tcga-30-1859-01"	"TCGA.30.1859.01A.01R"	"Proliferative"
"tcga-30-1860-01"	"TCGA.30.1860.01A.01R"	"Immunoreactive"
"tcga-30-1861-01"	"TCGA.30.1861.01A.01R"	"Mesenchymal"
"tcga-30-1862-01"	"TCGA.30.1862.01A.02R"	"Mesenchymal"
"tcga-30-1866-01"	"TCGA.30.1866.01A.02R"	"Proliferative"
"tcga-30-1867-01"	"TCGA.30.1867.01A.01R"	"Mesenchymal"
"tcga-30-1880-01"	"TCGA.30.1880.01A.01R"	"Differentiated"
"tcga-30-1887-01"	"TCGA.30.1887.01A.01R"	"Immunoreactive"
"tcga-30-1891-01"	"TCGA.30.1891.01A.01R"	"Mesenchymal"
"tcga-30-1892-01"	"TCGA.30.1892.01A.01R"	"Mesenchymal"
"tcga-31-1944-01"	"TCGA.31.1944.01A.01R"	"Differentiated"
"tcga-31-1946-01"	"TCGA.31.1946.01A.01R"	"Mesenchymal"
"tcga-31-1950-01"	"TCGA.31.1950.01A.01R"	"Immunoreactive"
"tcga-31-1951-01"	"TCGA.31.1951.01A.01R"	"Mesenchymal"
"tcga-31-1953-01"	"TCGA.31.1953.01A.01R"	"Immunoreactive"
"tcga-31-1956-01"	"TCGA.31.1956.01A.01R"	"Immunoreactive"
"tcga-31-1959-01"	"TCGA.31.1959.01A.01R"	"Mesenchymal"
"tcga-36-1568-01"	"TCGA.36.1568.01A.01R"	"Differentiated"
"tcga-36-1569-01"	"TCGA.36.1569.01A.01R"	"Mesenchymal"
"tcga-36-1570-01"	"TCGA.36.1570.01A.01R"	"Differentiated"
"tcga-36-1571-01"	"TCGA.36.1571.01A.01R"	"Proliferative"
"tcga-36-1574-01"	"TCGA.36.1574.01A.01R"	"Immunoreactive"
"tcga-36-1575-01"	"TCGA.36.1575.01A.01R"	"Proliferative"
"tcga-36-1576-01"	"TCGA.36.1576.01A.01R"	"Mesenchymal"
"tcga-36-1577-01"	"TCGA.36.1577.01A.01R"	"Proliferative"
"tcga-36-1578-01"	"TCGA.36.1578.01A.01R"	"Immunoreactive"
"tcga-36-1580-01"	"TCGA.36.1580.01A.01R"	"Mesenchymal"
"tcga-36-1581-01"	"TCGA.36.1581.01A.01R"	"Immunoreactive"
"tcga-57-1582-01"	"TCGA.57.1582.01A.01R"	"Proliferative"
"tcga-57-1583-01"	"TCGA.57.1583.01A.01R"	"Proliferative"
"tcga-57-1584-01"	"TCGA.57.1584.01A.01R"	"Differentiated"
"tcga-57-1585-01"	"TCGA.57.1585.01A.01R"	"Mesenchymal"
"tcga-57-1586-01"	"TCGA.57.1586.01A.02R"	"Proliferative"
"tcga-57-1993-01"	"TCGA.57.1993.01A.01R"	"Differentiated"
"tcga-57-1994-01"	"TCGA.57.1994.01A.01R"	"Immunoreactive"
"tcga-59-2348-01"	"TCGA.59.2348.01A.01R"	"Differentiated"
"tcga-59-2350-01"	"TCGA.59.2350.01A.01R"	"Proliferative"
"tcga-59-2351-01"	"TCGA.59.2351.01A.01R"	"Immunoreactive"
"tcga-59-2352-01"	"TCGA.59.2352.01A.01R"	"Proliferative"
"tcga-59-2354-01"	"TCGA.59.2354.01A.01R"	"Mesenchymal"
"tcga-59-2355-01"	"TCGA.59.2355.01A.01R"	"Differentiated"
"tcga-59-2363-01"	"TCGA.59.2363.01A.01R"	"Proliferative"
"tcga-61-1721-01"	"TCGA.61.1721.01A.01R"	"Mesenchymal"
"tcga-61-1724-01"	"TCGA.61.1724.01A.01R"	"Differentiated"
"tcga-61-1725-01"	"TCGA.61.1725.01A.01R"	"Immunoreactive"
"tcga-61-1728-01"	"TCGA.61.1728.01A.01R"	"Differentiated"
"tcga-61-1733-01"	"TCGA.61.1733.01A.01R"	"Mesenchymal"
"tcga-61-1736-01"	"TCGA.61.1736.01B.01R"	"Differentiated"
"tcga-61-1737-01"	"TCGA.61.1737.01A.01R"	"Mesenchymal"
"tcga-61-1738-01"	"TCGA.61.1738.01A.01R"	"Immunoreactive"
"tcga-61-1740-01"	"TCGA.61.1740.01A.01R"	"Immunoreactive"
"tcga-61-1741-01"	"TCGA.61.1741.01A.02R"	"Proliferative"
"tcga-61-1743-01"	"TCGA.61.1743.01A.01R"	"Proliferative"
"tcga-61-1895-01"	"TCGA.61.1895.01A.01R"	"Immunoreactive"
"tcga-61-1899-01"	"TCGA.61.1899.01A.01R"	"Differentiated"
"tcga-61-1900-01"	"TCGA.61.1900.01A.01R"	"Proliferative"
"tcga-61-1901-01"	"TCGA.61.1901.01A.01R"	"Differentiated"
"tcga-61-1904-01"	"TCGA.61.1904.01A.01R"	"Differentiated"
"tcga-61-1906-01"	"TCGA.61.1906.01A.01R"	"Differentiated"
"tcga-61-1907-01"	"TCGA.61.1907.01A.01R"	"Immunoreactive"
"tcga-61-1910-01"	"TCGA.61.1910.01A.01R"	"Differentiated"
"tcga-61-1911-01"	"TCGA.61.1911.01A.01R"	"Immunoreactive"
"tcga-61-1913-01"	"TCGA.61.1913.01A.01R"	"Immunoreactive"
"tcga-61-1914-01"	"TCGA.61.1914.01A.01R"	"Immunoreactive"
"tcga-61-1915-01"	"TCGA.61.1915.01A.01R"	"Immunoreactive"
"tcga-61-1917-01"	"TCGA.61.1917.01A.01R"	"Proliferative"
"tcga-61-1918-01"	"TCGA.61.1918.01A.01R"	"Differentiated"
"tcga-61-1919-01"	"TCGA.61.1919.01A.01R"	"Mesenchymal"
"tcga-61-1995-01"	"TCGA.61.1995.01A.01R"	"Immunoreactive"
"tcga-61-1998-01"	"TCGA.61.1998.01A.01R"	"Mesenchymal"
"tcga-61-2000-01"	"TCGA.61.2000.01A.01R"	"Immunoreactive"
"tcga-61-2002-01"	"TCGA.61.2002.01A.01R"	"Immunoreactive"
"tcga-61-2003-01"	"TCGA.61.2003.01A.01R"	"Mesenchymal"
"tcga-61-2008-01"	"TCGA.61.2008.01A.02R"	"Differentiated"
"tcga-61-2009-01"	"TCGA.61.2009.01A.01R"	"Mesenchymal"
"tcga-61-2012-01"	"TCGA.61.2012.01A.01R"	"Immunoreactive"
"tcga-61-2016-01"	"TCGA.61.2016.01A.01R"	"Differentiated"
"tcga-61-2088-01"	"TCGA.61.2088.01A.01R"	"Proliferative"
"tcga-61-2092-01"	"TCGA.61.2092.01A.01R"	"Differentiated"
"tcga-61-2094-01"	"TCGA.61.2094.01A.01R"	"Immunoreactive"
"tcga-61-2095-01"	"TCGA.61.2095.01A.01R"	"Mesenchymal"
"tcga-61-2097-01"	"TCGA.61.2097.01A.02R"	"Differentiated"
"tcga-61-2098-01"	"TCGA.61.2098.01A.01R"	"Proliferative"
"tcga-61-2101-01"	"TCGA.61.2101.01A.01R"	"Differentiated"
"tcga-61-2102-01"	"TCGA.61.2102.01A.01R"	"Mesenchymal"
"tcga-61-2104-01"	"TCGA.61.2104.01A.01R"	"Immunoreactive"
"tcga-61-2109-01"	"TCGA.61.2109.01A.01R"	"Differentiated"
"tcga-61-2110-01"	"TCGA.61.2110.01A.01R"	"Differentiated"
"tcga-61-2111-01"	"TCGA.61.2111.01A.01R"	"Proliferative"
"tcga-61-2113-01"	"TCGA.61.2113.01A.01R"	"Mesenchymal"
